,temperature,wind_mph,humid,score_dif
1146,42,8.0,57,38
1147,56,8.0,75,3
1148,43,22.0,50,18
1149,44,22.0,54,14
1150,24,23.0,64,7
1151,72,7.0,78,17
1152,50,15.0,49,14
1153,44,10.0,52,24
1154,50,7.0,55,10
1155,59,7.0,82,25
1156,42,13.0,62,0
1157,46,16.0,56,27
1158,42,18.0,63,21
1159,46,16.0,59,3
1160,65,20.0,69,13
1161,33,16.0,62,14
1162,53,13.0,88,9
1163,48,13.0,74,10
1164,48,7.0,89,12
1165,51,6.0,70,1
1166,52,12.0,76,20
1167,48,6.0,75,3
1168,52,12.0,88,17
1169,45,10.0,97,19
1170,72,0.0,0,10
1171,40,11.0,91,4
1172,62,7.0,69,13
1173,18,18.0,61,3
1174,63,8.0,47,18
1175,61,6.0,54,3
1176,38,22.0,45,19
1177,37,22.0,52,1
1178,32,8.0,41,16
1179,55,7.0,91,4
1180,22,22.0,74,8
1181,52,13.0,47,34
1182,37,22.0,52,14
1183,69,8.0,69,17
1184,24,25.0,59,13
1185,72,0.0,0,11
1186,50,7.0,66,14
1187,36,14.0,91,4
1188,42,13.0,62,11
1189,23,6.0,71,0
1190,38,6.0,92,18
1191,72,0.0,0,10
1192,32,11.0,80,18
1193,75,6.0,84,6
1194,33,15.0,76,17
1195,25,17.0,92,21
1196,46,12.0,74,11
1197,28,11.0,90,6
1198,56,9.0,66,5
1199,43,5.0,75,15
1200,36,10.0,62,38
1201,44,14.0,62,10
1202,44,8.0,72,42
1203,30,16.0,70,20
1204,45,12.0,72,31
1205,22,6.0,72,14
1206,54,10.0,69,18
1207,47,10.0,56,1
1208,74,7.0,62,38
1209,46,20.0,49,28
1210,65,7.0,85,21
1211,59,5.0,95,30
1212,30,15.0,73,17
1213,35,8.0,46,5
1214,45,8.0,92,7
1215,10,13.0,61,3
1216,34,6.0,68,10
1217,46,22.0,29,7
1218,59,11.0,60,3
1219,71,5.0,81,3
1220,34,8.0,69,0
1221,68,6.0,82,23
1222,72,8.0,78,22
1223,55,9.0,89,12
1224,58,9.0,100,7
1225,73,12.0,74,7
1226,78,5.0,82,4
1227,63,8.0,84,31
1228,52,9.0,79,2
1229,63,12.0,76,2
1230,63,13.0,76,14
1231,62,10.0,85,3
1232,56,12.0,93,21
1233,72,0.0,0,4
1234,58,8.0,54,27
1235,80,7.0,80,18
1236,59,7.0,80,11
1237,56,13.0,84,3
1238,54,11.0,81,15
1239,64,10.0,72,0
1240,59,8.0,74,35
1241,62,8.0,59,27
1242,56,4.0,82,1
1243,68,10.0,57,34
1244,79,13.0,73,7
1245,63,15.0,70,20
1246,73,10.0,74,1
1247,70,10.0,94,4
1248,70,12.0,76,3
1249,65,10.0,57,14
1250,72,0.0,0,0
1251,53,13.0,67,19
1252,71,13.0,85,28
1253,68,7.0,82,4
1254,82,11.0,74,4
1255,69,7.0,80,3
1256,47,10.0,44,13
1257,70,12.0,70,14
1258,48,9.0,82,10
1259,60,13.0,88,20
1260,57,9.0,96,9
1261,61,14.0,66,17
1262,50,9.0,71,3
1263,53,16.0,91,7
1264,51,11.0,73,21
1265,47,10.0,76,10
1266,55,7.0,81,43
1267,63,9.0,86,13
1268,58,9.0,39,11
1269,52,10.0,53,21
1270,64,7.0,59,7
1271,72,0.0,0,24
1272,55,10.0,85,11
1273,50,9.0,90,4
1274,63,13.0,74,24
1275,81,12.0,78,38
1276,75,5.0,82,10
1277,62,8.0,90,20
1278,54,8.0,57,24
1279,53,8.0,56,13
1280,62,5.0,83,3
1281,68,10.0,82,8
1282,63,13.0,74,11
1283,73,14.0,75,22
1284,64,7.0,78,17
1285,60,14.0,87,5
1286,60,17.0,92,16
1287,60,12.0,82,7
1288,61,8.0,95,12
1289,63,20.0,86,16
1290,53,9.0,67,4
1291,62,6.0,80,23
1292,62,6.0,84,7
1293,61,12.0,73,17
1294,60,9.0,85,27
1295,66,7.0,83,22
1296,53,11.0,87,7
1297,61,14.0,81,5
1298,60,12.0,86,7
1299,67,5.0,92,13
1300,52,8.0,76,17
1301,68,5.0,91,10
1302,64,8.0,88,1
1303,52,10.0,72,0
1304,55,19.0,56,4
1305,57,10.0,54,28
1306,54,10.0,57,6
1307,72,0.0,0,4
1308,63,11.0,72,17
1309,41,11.0,75,0
1310,32,8.0,57,4
1311,52,19.0,69,3
1312,78,11.0,74,34
1313,27,16.0,44,3
1314,61,13.0,72,0
1315,29,12.0,41,3
1316,20,13.0,66,4
1317,26,10.0,70,3
1318,52,19.0,69,18
1319,52,15.0,78,8
1320,31,17.0,60,17
1321,47,17.0,56,0
1322,36,15.0,46,7
1323,43,9.0,77,8
1324,33,9.0,54,5
1325,37,12.0,61,1
1326,58,8.0,68,4
1327,50,12.0,66,20
1328,66,12.0,59,6
1329,45,19.0,77,3
1330,49,13.0,66,6
1331,39,9.0,43,14
1332,73,17.0,66,13
1333,56,17.0,65,1
1334,72,15.0,65,3
1335,57,9.0,66,3
1336,41,14.0,65,13
1337,50,7.0,65,1
1338,57,7.0,65,11
1339,37,21.0,66,20
1340,44,14.0,57,18
1341,57,10.0,66,13
1342,42,16.0,57,17
1343,35,19.0,79,4
1344,35,22.0,50,25
1345,71,9.0,69,3
1346,34,14.0,93,13
1347,37,18.0,63,15
1348,36,12.0,46,7
1349,29,9.0,83,11
1350,46,9.0,82,7
1351,30,9.0,80,8
1352,36,10.0,80,31
1353,37,12.0,78,12
1354,54,12.0,93,23
1355,44,13.0,78,3
1356,44,13.0,78,17
1357,43,12.0,70,7
1358,72,0.0,0,13
1359,26,8.0,86,17
1360,38,12.0,90,7
1361,74,11.0,74,31
1362,42,7.0,86,42
1363,28,7.0,86,16
1364,37,19.0,85,11
1365,55,8.0,45,16
1366,40,6.0,96,0
1367,56,9.0,31,17
1368,29,10.0,51,3
1369,26,12.0,51,21
1370,72,0.0,0,26
1371,36,11.0,54,4
1372,33,9.0,62,24
1373,35,11.0,78,3
1374,53,16.0,87,9
1375,59,12.0,76,11
1376,18,12.0,73,19
1377,70,7.0,85,4
1378,43,5.0,72,12
1379,45,7.0,54,28
1380,40,10.0,67,8
1381,45,7.0,54,7
1382,51,8.0,52,28
1383,47,13.0,81,21
1384,28,12.0,69,21
1385,38,11.0,78,2
1386,37,11.0,67,6
1387,51,15.0,68,14
1388,45,9.0,61,19
1389,27,12.0,52,9
1390,25,17.0,51,14
1391,44,12.0,67,13
1392,73,20.0,64,21
1393,44,4.0,82,8
1394,27,10.0,66,7
1395,72,0.0,0,16
1396,30,10.0,49,4
1397,32,18.0,66,17
1398,43,3.0,80,4
1399,56,7.0,71,4
1400,25,17.0,51,13
1401,47,10.0,84,3
1402,22,9.0,79,8
1403,47,12.0,81,17
1404,44,14.0,82,4
1405,47,9.0,86,11
1406,73,10.0,82,21
1407,34,18.0,40,21
1408,76,12.0,80,16
1409,59,10.0,74,31
1410,81,15.0,65,10
1411,74,19.0,66,24
1412,73,25.0,71,17
1413,76,15.0,72,14
1414,80,11.0,80,22
1415,74,17.0,72,16
1416,72,13.0,70,6
1417,76,10.0,70,7
1418,69,10.0,27,13
1419,64,10.0,79,20
1420,66,11.0,67,3
1421,65,10.0,90,0
1422,64,10.0,82,14
1423,77,11.0,87,21
1424,63,8.0,74,10
1425,61,10.0,83,6
1426,59,8.0,76,10
1427,60,8.0,70,9
1428,69,9.0,92,5
1429,63,8.0,86,24
1430,68,13.0,74,23
1431,59,12.0,72,1
1432,60,12.0,90,7
1433,79,12.0,81,3
1434,46,12.0,77,17
1435,72,0.0,0,6
1436,48,12.0,72,21
1437,55,11.0,62,28
1438,62,7.0,24,21
1439,61,10.0,83,0
1440,54,15.0,68,3
1441,58,10.0,58,6
1442,54,14.0,62,1
1443,56,5.0,68,2
1444,54,12.0,61,14
1445,64,14.0,59,35
1446,55,7.0,54,15
1447,68,8.0,70,4
1448,50,14.0,74,24
1449,68,9.0,75,24
1450,57,19.0,66,24
1451,59,14.0,53,14
1452,60,11.0,57,3
1453,60,15.0,52,3
1454,54,14.0,54,2
1455,57,19.0,66,10
1456,52,17.0,54,3
1457,53,12.0,70,11
1458,48,18.0,74,24
1459,72,0.0,0,34
1460,47,13.0,55,17
1461,74,7.0,81,7
1462,78,10.0,72,14
1463,56,13.0,53,21
1464,50,11.0,59,30
1465,62,13.0,84,12
1466,59,11.0,89,6
1467,51,21.0,53,28
1468,47,14.0,62,17
1469,51,8.0,47,3
1470,54,17.0,53,31
1471,47,11.0,56,7
1472,47,15.0,77,1
1473,52,9.0,59,30
1474,60,5.0,87,7
1475,63,8.0,84,3
1476,47,8.0,96,14
1477,55,13.0,92,1
1478,58,8.0,89,0
1479,49,8.0,60,6
1480,52,10.0,64,4
1481,72,0.0,0,6
1482,49,8.0,60,4
1483,77,18.0,74,1
1484,49,8.0,96,1
1485,52,13.0,92,3
1486,61,11.0,91,24
1487,40,8.0,66,7
1488,61,11.0,91,7
1489,47,10.0,100,17
1490,60,4.0,92,18
1491,37,11.0,68,14
1492,58,11.0,84,35
1493,55,11.0,90,23
1494,50,5.0,97,17
1495,55,13.0,60,28
1496,59,12.0,91,23
1497,62,8.0,75,12
1498,68,11.0,97,4
1499,45,13.0,86,18
1500,42,8.0,83,14
1501,53,12.0,60,13
1502,45,13.0,86,12
1503,41,12.0,86,14
1504,44,10.0,77,23
1505,43,13.0,82,31
1506,42,13.0,77,10
1507,51,12.0,82,0
1508,42,7.0,85,20
1509,61,8.0,83,13
1510,64,9.0,75,6
1511,44,12.0,74,7
1512,34,8.0,70,2
1513,41,9.0,75,9
1514,72,0.0,0,1
1515,48,9.0,87,38
1516,55,8.0,66,16
1517,78,9.0,81,52
1518,58,14.0,78,9
1519,52,11.0,82,3
1520,43,3.0,80,6
1521,56,14.0,58,6
1522,44,6.0,80,6
1523,48,9.0,73,14
1524,58,6.0,64,4
1525,72,0.0,0,13
1526,38,9.0,75,21
1527,57,8.0,76,4
1528,34,12.0,96,6
1529,35,11.0,71,13
1530,38,12.0,83,1
1531,39,7.0,65,3
1532,30,9.0,66,17
1533,37,8.0,81,2
1534,36,8.0,83,13
1535,75,11.0,71,4
1536,32,11.0,81,10
1537,40,11.0,90,11
1538,41,5.0,76,21
1539,30,12.0,73,17
1540,38,18.0,85,13
1541,35,14.0,88,17
1542,49,15.0,67,3
1543,42,16.0,74,3
1544,61,7.0,50,14
1545,50,15.0,77,52
1546,47,14.0,86,31
1547,50,8.0,88,23
1548,44,10.0,87,5
1549,33,10.0,94,10
1550,66,10.0,71,21
1551,2,12.0,50,13
1552,46,12.0,78,16
1553,12,12.0,79,26
1554,48,15.0,62,1
1555,30,19.0,68,3
1556,49,15.0,59,3
1557,44,14.0,60,30
1558,46,6.0,68,10
1559,47,11.0,63,28
1560,39,12.0,84,21
1561,60,8.0,70,2
1562,44,19.0,70,16
1563,48,12.0,83,10
1564,38,7.0,94,3
1565,38,9.0,95,10
1566,47,9.0,88,10
1567,32,11.0,98,0
1568,47,7.0,98,9
1569,8,11.0,56,14
1570,-5,7.0,52,25
1571,72,0.0,0,6
1572,74,9.0,84,7
1573,16,14.0,86,10
1574,-2,11.0,51,16
1575,34,10.0,47,20
1576,34,9.0,52,8
1577,69,14.0,84,16
1578,40,6.0,80,3
1579,44,11.0,98,7
1580,27,14.0,35,3
1581,39,14.0,46,10
1582,62,8.0,23,17
1583,23,28.0,47,16
1584,32,10.0,51,24
1585,72,0.0,0,44
1586,36,11.0,52,20
1587,17,10.0,72,1
1588,22,24.0,52,7
1589,60,6.0,37,22
1590,51,7.0,91,2
1591,42,6.0,88,6
1592,62,7.0,78,6
1593,38,6.0,98,13
1594,58,16.0,65,4
1595,49,8.0,99,23
1596,64,7.0,53,7
1597,79,6.0,74,55
1598,64,13.0,71,18
1599,70,9.0,72,11
1600,50,8.0,74,8
1601,64,11.0,64,14
1602,73,6.0,59,38
1603,55,9.0,82,3
1604,59,11.0,85,10
1605,68,10.0,72,20
1606,44,13.0,83,18
1607,64,9.0,65,10
1608,82,8.0,80,8
1609,54,16.0,77,16
1610,68,14.0,69,27
1611,71,10.0,76,24
1612,61,10.0,72,9
1613,62,13.0,86,5
1614,72,12.0,74,0
1615,67,10.0,70,27
1616,65,9.0,80,31
1617,50,9.0,83,0
1618,71,10.0,79,14
1619,72,6.0,86,7
1620,66,16.0,42,2
1621,68,15.0,83,3
1622,76,17.0,88,37
1623,67,9.0,70,7
1624,56,10.0,74,8
1625,71,5.0,74,35
1626,62,9.0,68,2
1627,64,10.0,72,4
1628,81,10.0,63,21
1629,59,4.0,90,13
1630,63,11.0,66,21
1631,57,15.0,81,20
1632,72,0.0,0,29
1633,53,8.0,62,2
1634,55,8.0,54,19
1635,59,11.0,83,25
1636,56,8.0,66,1
1637,68,10.0,65,4
1638,72,0.0,0,5
1639,60,6.0,63,17
1640,57,10.0,36,8
1641,70,10.0,80,7
1642,58,5.0,55,2
1643,80,6.0,83,28
1644,67,11.0,88,2
1645,61,8.0,73,14
1646,60,4.0,68,7
1647,76,6.0,80,5
1648,67,5.0,64,7
1649,66,8.0,71,10
1650,66,17.0,46,18
1651,63,8.0,76,3
1652,66,8.0,68,6
1653,67,9.0,81,40
1654,72,0.0,0,28
1655,58,23.0,58,18
1656,80,9.0,80,7
1657,58,14.0,58,0
1658,59,8.0,77,12
1659,64,8.0,67,4
1660,64,23.0,50,2
1661,60,14.0,68,8
1662,64,10.0,73,41
1663,52,8.0,69,8
1664,62,8.0,89,17
1665,80,14.0,77,21
1666,47,7.0,73,2
1667,63,6.0,70,17
1668,51,7.0,76,3
1669,58,8.0,57,18
1670,50,9.0,69,12
1671,64,10.0,76,40
1672,54,13.0,64,7
1673,51,6.0,77,29
1674,58,9.0,30,0
1675,61,8.0,69,14
1676,53,15.0,68,14
1677,44,11.0,93,8
1678,52,15.0,94,34
1679,49,16.0,66,12
1680,54,11.0,86,0
1681,44,14.0,58,16
1682,52,12.0,76,7
1683,53,12.0,78,13
1684,41,18.0,76,1
1685,68,9.0,74,16
1686,45,12.0,87,21
1687,45,17.0,92,9
1688,31,9.0,68,14
1689,63,6.0,92,28
1690,47,13.0,52,1
1691,46,10.0,52,4
1692,38,12.0,68,10
1693,49,11.0,73,42
1694,27,11.0,60,23
1695,47,17.0,43,10
1696,73,8.0,83,13
1697,61,6.0,62,19
1698,44,12.0,78,0
1699,65,7.0,74,2
1700,40,13.0,62,5
1701,39,10.0,53,21
1702,36,12.0,52,20
1703,62,16.0,83,8
1704,63,7.0,81,22
1705,38,8.0,50,24
1706,36,12.0,52,13
1707,34,12.0,69,3
1708,74,17.0,58,44
1709,52,7.0,40,11
1710,34,12.0,63,4
1711,33,10.0,56,17
1712,72,0.0,0,10
1713,51,17.0,64,12
1714,53,18.0,76,4
1715,43,18.0,44,9
1716,37,10.0,70,17
1717,61,12.0,83,3
1718,43,12.0,76,6
1719,41,15.0,48,11
1720,70,14.0,82,21
1721,41,7.0,55,8
1722,34,8.0,68,10
1723,60,16.0,84,18
1724,49,13.0,71,24
1725,50,14.0,71,23
1726,57,5.0,61,6
1727,45,16.0,81,20
1728,60,10.0,81,7
1729,61,14.0,78,7
1730,55,14.0,92,18
1731,77,12.0,80,11
1732,72,0.0,0,32
1733,36,8.0,85,18
1734,58,12.0,89,4
1735,50,15.0,91,5
1736,57,11.0,82,8
1737,31,8.0,60,4
1738,49,12.0,77,28
1739,50,13.0,74,14
1740,41,8.0,52,3
1741,36,12.0,83,20
1742,50,12.0,85,4
1743,32,12.0,47,16
1744,45,16.0,71,26
1745,51,17.0,36,12
1746,42,10.0,68,27
1747,52,10.0,62,11
1748,47,6.0,78,10
1749,72,0.0,0,11
1750,34,13.0,49,3
1751,56,22.0,68,0
1752,75,14.0,56,4
1753,26,16.0,84,24
1754,50,8.0,92,30
1755,63,5.0,34,14
1756,48,11.0,58,20
1757,42,12.0,65,22
1758,30,8.0,88,24
1759,44,21.0,89,1
1760,34,10.0,76,26
1761,41,9.0,67,6
1762,31,9.0,84,17
1763,42,16.0,86,13
1764,32,8.0,86,33
1765,66,7.0,28,34
1766,69,7.0,65,27
1767,47,5.0,89,23
1768,60,6.0,55,13
1769,47,7.0,93,4
1770,23,15.0,97,27
1771,31,10.0,75,5
1772,20,11.0,73,27
1773,30,13.0,66,24
1774,36,11.0,69,18
1775,39,17.0,81,4
1776,31,15.0,66,20
1777,24,13.0,79,21
1778,72,0.0,0,3
1779,19,11.0,71,7
1780,50,10.0,92,19
1781,55,8.0,60,18
1782,56,15.0,81,11
1783,48,13.0,60,17
1784,74,8.0,74,17
1785,47,7.0,81,17
1786,71,8.0,78,24
1787,59,7.0,77,4
1788,81,6.0,83,4
1789,57,8.0,68,26
1790,72,0.0,0,7
1791,60,16.0,56,15
1792,57,7.0,54,7
1793,63,10.0,61,3
1794,59,9.0,69,30
1795,60,8.0,72,8
1796,61,10.0,66,10
1797,62,14.0,58,8
1798,59,13.0,57,1
1799,64,13.0,62,8
1800,70,9.0,76,24
1801,44,13.0,60,2
1802,60,9.0,81,20
1803,53,9.0,74,3
1804,63,10.0,61,7
1805,61,9.0,71,7
1806,57,7.0,48,0
1807,68,10.0,75,6
1808,49,12.0,81,13
1809,49,12.0,66,8
1810,48,15.0,49,1
1811,56,14.0,52,3
1812,68,10.0,75,7
1813,60,8.0,74,18
1814,75,15.0,82,20
1815,64,7.0,51,8
1816,56,17.0,75,22
1817,52,20.0,73,2
1818,72,0.0,0,10
1819,79,8.0,74,1
1820,63,15.0,79,17
1821,47,11.0,68,4
1822,64,19.0,81,4
1823,69,14.0,89,6
1824,64,16.0,46,27
1825,59,15.0,77,3
1826,62,17.0,72,14
1827,63,15.0,50,16
1828,67,8.0,67,6
1829,59,11.0,69,25
1830,48,15.0,79,20
1831,65,10.0,77,3
1832,75,12.0,67,2
1833,58,10.0,53,11
1834,72,0.0,0,6
1835,63,7.0,66,7
1836,64,14.0,50,39
1837,76,9.0,87,4
1838,68,5.0,58,3
1839,55,10.0,94,10
1840,67,9.0,74,4
1841,62,10.0,80,28
1842,61,9.0,67,24
1843,66,8.0,71,3
1844,49,16.0,78,11
1845,65,8.0,76,13
1846,55,10.0,90,10
1847,46,11.0,66,16
1848,46,9.0,72,41
1849,64,8.0,93,3
1850,59,17.0,87,4
1851,63,8.0,88,23
1852,72,0.0,0,4
1853,62,6.0,62,7
1854,62,8.0,76,3
1855,42,12.0,50,21
1856,56,8.0,50,20
1857,38,10.0,59,4
1858,75,15.0,66,6
1859,52,9.0,46,10
1860,36,13.0,64,4
1861,39,15.0,45,15
1862,31,12.0,64,2
1863,39,13.0,60,1
1864,55,12.0,46,7
1865,65,9.0,68,10
1866,48,8.0,56,2
1867,57,10.0,43,14
1868,54,10.0,57,3
1869,49,13.0,54,10
1870,59,8.0,79,11
1871,49,3.0,55,13
1872,64,4.0,77,4
1873,48,10.0,44,2
1874,76,12.0,63,10
1875,60,6.0,53,3
1876,51,3.0,46,7
1877,74,17.0,80,3
1878,46,7.0,64,1
1879,56,10.0,95,5
1880,64,7.0,86,10
1881,77,14.0,67,35
1882,34,11.0,92,11
1883,40,12.0,72,11
1884,47,15.0,96,6
1885,56,11.0,88,5
1886,61,7.0,65,1
1887,52,13.0,83,17
1888,62,9.0,82,27
1889,52,10.0,79,2
1890,46,9.0,89,17
1891,50,6.0,56,11
1892,46,12.0,61,7
1893,51,8.0,44,7
1894,48,6.0,61,7
1895,65,7.0,42,21
1896,50,10.0,45,6
1897,60,9.0,88,6
1898,48,8.0,98,7
1899,67,9.0,71,21
1900,42,9.0,85,12
1901,61,6.0,82,22
1902,50,12.0,90,4
1903,39,12.0,88,34
1904,33,8.0,76,12
1905,58,9.0,71,7
1906,65,8.0,87,13
1907,43,12.0,48,5
1908,54,6.0,50,10
1909,41,10.0,63,10
1910,42,11.0,65,10
1911,72,0.0,0,17
1912,78,13.0,72,7
1913,45,8.0,59,7
1914,41,16.0,79,1
1915,45,11.0,42,8
1916,56,8.0,62,3
1917,53,16.0,70,27
1918,45,11.0,64,3
1919,50,6.0,74,27
1920,65,8.0,19,3
1921,45,9.0,71,2
1922,50,11.0,57,19
1923,52,21.0,82,17
1924,35,15.0,77,34
1925,72,0.0,0,10
1926,45,8.0,72,10
1927,52,18.0,79,5
1928,56,14.0,72,21
1929,32,15.0,76,4
1930,50,11.0,59,1
1931,25,11.0,76,20
1932,36,16.0,82,23
1933,54,6.0,73,15
1934,34,24.0,84,3
1935,33,19.0,78,7
1936,25,23.0,77,6
1937,40,22.0,75,22
1938,33,16.0,73,3
1939,31,16.0,100,4
1940,37,19.0,70,13
1941,59,12.0,65,21
1942,28,10.0,85,13
1943,51,18.0,66,24
1944,53,9.0,73,14
1945,54,12.0,88,1
1946,50,13.0,89,13
1947,23,18.0,62,1
1948,24,11.0,70,23
1949,56,17.0,83,10
1950,50,12.0,85,4
1951,40,12.0,86,4
1952,60,6.0,47,7
1953,50,11.0,88,1
1954,59,8.0,34,6
1955,35,13.0,86,20
1956,35,9.0,83,24
1957,53,7.0,75,4
1958,72,0.0,0,4
1959,35,10.0,75,11
1960,39,6.0,72,42
1961,58,7.0,48,17
1962,36,8.0,78,7
1963,41,14.0,86,12
1964,53,9.0,94,14
1965,76,13.0,75,7
1966,60,8.0,50,5
1967,42,18.0,78,7
1968,19,8.0,81,16
1969,49,8.0,78,2
1970,33,12.0,75,18
1971,57,10.0,69,9
1972,50,10.0,33,11
1973,28,10.0,82,4
1974,51,17.0,72,10
1975,54,10.0,85,3
1976,55,14.0,71,28
1977,71,10.0,83,7
1978,50,12.0,78,10
1979,70,8.0,80,9
1980,56,13.0,82,28
1981,72,9.0,73,38
1982,57,11.0,74,7
1983,69,11.0,77,37
1984,54,16.0,82,14
1985,68,12.0,54,11
1986,51,9.0,32,4
1987,82,12.0,78,10
1988,57,14.0,74,9
1989,66,15.0,65,8
1990,62,9.0,69,3
1991,62,9.0,66,11
1992,56,6.0,62,2
1993,72,0.0,0,21
1994,51,7.0,82,32
1995,73,13.0,53,6
1996,60,10.0,81,6
1997,54,6.0,63,9
1998,72,0.0,0,16
1999,65,11.0,58,36
2000,57,11.0,24,10
2001,60,9.0,64,12
2002,61,6.0,70,16
2003,58,11.0,63,24
2004,59,13.0,58,17
2005,56,17.0,60,24
2006,66,8.0,84,6
2007,62,11.0,50,36
2008,72,0.0,0,2
2009,66,7.0,91,11
2010,55,12.0,89,7
2011,61,9.0,62,29
2012,67,17.0,38,25
2013,72,0.0,0,26
2014,66,12.0,66,3
2015,57,10.0,76,14
2016,50,10.0,60,11
2017,64,13.0,50,8
2018,72,0.0,0,1
2019,48,7.0,82,30
2020,58,5.0,61,17
2021,80,13.0,62,8
2022,58,16.0,68,6
2023,76,16.0,58,32
2024,59,13.0,68,7
2025,72,0.0,0,20
2026,61,8.0,61,10
2027,60,10.0,73,14
2028,50,10.0,64,31
2029,46,10.0,91,4
2030,61,13.0,40,2
2031,46,10.0,68,11
2032,57,11.0,25,1
2033,53,22.0,86,43
2034,64,8.0,65,2
2035,61,7.0,82,15
2036,48,8.0,50,6
2037,51,22.0,86,11
2038,72,0.0,0,3
2039,50,13.0,86,3
2040,64,14.0,89,7
2041,61,8.0,65,24
2042,62,12.0,73,8
2043,61,10.0,78,3
2044,58,10.0,87,25
2045,46,16.0,48,13
2046,44,12.0,50,3
2047,60,8.0,90,7
2048,48,8.0,68,5
2049,45,7.0,79,16
2050,60,12.0,71,17
2051,72,0.0,0,16
2052,52,15.0,55,4
2053,48,14.0,41,11
2054,44,9.0,74,11
2055,58,12.0,47,1
2056,55,7.0,56,14
2057,65,11.0,75,4
2058,55,6.0,58,6
2059,54,8.0,78,11
2060,61,11.0,70,6
2061,46,11.0,51,25
2062,61,11.0,79,33
2063,72,0.0,0,16
2064,65,9.0,76,7
2065,61,8.0,68,39
2066,66,10.0,73,8
2067,57,8.0,86,7
2068,50,17.0,71,38
2069,46,11.0,70,38
2070,58,12.0,85,13
2071,79,15.0,73,20
2072,59,7.0,80,7
2073,72,0.0,0,11
2074,60,8.0,74,1
2075,62,8.0,73,14
2076,34,8.0,86,1
2077,66,6.0,85,1
2078,60,14.0,49,3
2079,72,0.0,0,3
2080,42,10.0,51,25
2081,47,9.0,52,33
2082,57,8.0,84,10
2083,47,8.0,43,9
2084,55,13.0,74,28
2085,72,0.0,0,1
2086,72,0.0,0,13
2087,56,9.0,79,21
2088,58,8.0,44,3
2089,47,17.0,48,3
2090,44,13.0,48,3
2091,49,6.0,65,9
2092,41,12.0,52,31
2093,41,10.0,58,3
2094,72,0.0,0,10
2095,29,7.0,71,26
2096,61,6.0,30,28
2097,35,10.0,66,14
2098,23,8.0,75,15
2099,36,8.0,82,14
2100,40,8.0,38,10
2101,33,9.0,76,12
2102,66,14.0,71,16
2103,32,13.0,56,3
2104,72,0.0,0,23
2105,72,0.0,0,20
2106,28,12.0,92,18
2107,56,25.0,71,1
2108,56,20.0,42,11
2109,19,18.0,48,3
2110,50,13.0,68,13
2111,39,18.0,86,21
2112,60,21.0,63,4
2113,47,8.0,78,3
2114,48,10.0,74,10
2115,50,12.0,70,1
2116,49,11.0,66,14
2117,73,8.0,70,13
2118,72,0.0,0,7
2119,33,9.0,83,14
2120,38,17.0,43,2
2121,31,11.0,55,14
2122,57,6.0,86,3
2123,52,16.0,73,14
2124,40,17.0,50,21
2125,72,10.0,64,10
2126,40,14.0,54,31
2127,25,7.0,62,21
2128,33,8.0,59,8
2129,32,10.0,64,4
2130,53,7.0,77,7
2131,45,8.0,74,21
2132,64,19.0,81,21
2133,55,19.0,74,26
2134,48,15.0,50,1
2135,43,4.0,92,3
2136,58,22.0,86,14
2137,21,12.0,83,15
2138,57,10.0,79,22
2139,54,11.0,46,17
2140,45,13.0,77,20
2141,72,0.0,0,7
2142,48,11.0,84,14
2143,54,7.0,33,8
2144,64,9.0,69,1
2145,18,14.0,89,22
2146,52,6.0,78,7
2147,34,11.0,60,13
2148,37,11.0,55,23
2149,27,17.0,73,10
2150,46,8.0,76,3
2151,72,0.0,0,11
2152,10,8.0,82,9
2153,72,0.0,0,25
2154,28,15.0,69,30
2155,47,8.0,85,8
2156,72,0.0,0,11
2157,32,12.0,72,18
2158,50,6.0,95,12
2159,25,8.0,76,3
2160,51,6.0,81,3
2161,18,18.0,62,6
2162,51,8.0,58,30
2163,49,18.0,44,4
2164,66,9.0,56,16
2165,69,13.0,48,12
2166,69,12.0,46,7
2167,72,0.0,0,31
2168,62,8.0,75,3
2169,64,8.0,63,10
2170,72,0.0,0,20
2171,65,9.0,62,21
2172,74,15.0,41,14
2173,64,14.0,55,14
2174,72,0.0,0,6
2175,72,8.0,51,2
2176,74,11.0,62,20
2177,67,12.0,61,9
2178,69,10.0,68,1
2179,60,14.0,61,43
2180,57,14.0,79,7
2181,77,10.0,63,29
2182,72,0.0,0,18
2183,71,11.0,60,13
2184,62,8.0,72,17
2185,77,7.0,75,23
2186,71,11.0,69,16
2187,66,12.0,79,10
2188,72,0.0,0,14
2189,67,11.0,67,0
2190,71,9.0,68,24
2191,66,13.0,65,3
2192,66,12.0,75,21
2193,72,0.0,0,1
2194,80,6.0,73,5
2195,72,0.0,0,16
2196,80,11.0,73,16
2197,72,0.0,0,1
2198,56,8.0,78,3
2199,71,10.0,73,19
2200,57,9.0,79,10
2201,82,11.0,54,3
2202,54,9.0,72,31
2203,61,9.0,94,10
2204,68,11.0,83,14
2205,70,12.0,80,3
2206,72,0.0,0,15
2207,61,15.0,38,26
2208,65,7.0,58,1
2209,75,8.0,67,3
2210,60,10.0,95,25
2211,69,7.0,56,6
2212,60,10.0,82,31
2213,61,9.0,76,11
2214,60,12.0,65,10
2215,58,6.0,88,21
2216,65,9.0,66,26
2217,72,0.0,0,5
2218,55,7.0,81,33
2219,65,13.0,55,11
2220,48,8.0,57,1
