,temperature,wind_mph,humid,score_dif
5765,67,9.0,50,30
5766,56,11.0,68,1
5767,72,0.0,0,3
5768,70,8.0,80,17
5769,63,10.0,96,13
5770,72,0.0,0,2
5771,63,12.0,79,35
5772,66,14.0,74,12
5773,72,0.0,0,6
5774,72,0.0,0,27
5775,60,14.0,70,10
5776,72,0.0,0,4
5777,69,9.0,83,8
5778,56,12.0,75,14
5779,66,12.0,87,34
5780,58,13.0,60,20
5781,82,7.0,22,3
5782,65,13.0,61,9
5783,81,14.0,81,10
5784,66,8.0,72,3
5785,68,7.0,73,11
5786,72,0.0,0,1
5787,72,0.0,0,14
5788,64,12.0,66,3
5789,53,9.0,58,27
5790,64,12.0,24,1
5791,72,0.0,0,6
5792,56,16.0,48,24
5793,63,6.0,77,10
5794,51,10.0,92,8
5795,72,0.0,0,3
5796,66,4.0,48,27
5797,50,10.0,81,14
5798,59,6.0,95,12
5799,64,10.0,88,17
5800,50,10.0,57,7
5801,83,9.0,74,4
5802,72,0.0,0,3
5803,57,11.0,63,31
5804,72,0.0,0,17
5805,79,6.0,20,9
5806,48,9.0,55,4
5807,41,13.0,54,17
5808,66,8.0,80,21
5809,72,0.0,0,20
5810,80,7.0,76,21
5811,38,11.0,84,11
5812,60,5.0,71,7
5813,60,12.0,81,39
5814,47,8.0,37,6
5815,72,0.0,0,19
5816,36,16.0,76,20
5817,66,8.0,78,31
5818,51,13.0,54,4
5819,76,9.0,71,11
5820,72,0.0,0,2
5821,48,17.0,82,2
5822,50,20.0,68,13
5823,48,8.0,86,20
5824,72,0.0,0,16
5825,67,9.0,80,15
5826,61,9.0,58,24
5827,67,8.0,76,3
5828,46,19.0,49,4
5829,42,12.0,86,1
5830,68,22.0,71,10
5831,37,11.0,64,9
5832,46,13.0,60,12
5833,52,12.0,85,20
5834,66,9.0,65,26
5835,72,0.0,0,2
5836,72,0.0,0,14
5837,46,10.0,97,17
5838,72,0.0,0,2
5839,68,8.0,29,10
5840,50,18.0,90,28
5841,72,0.0,0,13
5842,43,10.0,47,11
5843,37,12.0,53,20
5844,27,5.0,67,8
5845,43,18.0,72,2
5846,72,0.0,0,10
5847,59,10.0,74,28
5848,34,14.0,52,17
5849,39,11.0,47,21
5850,72,0.0,0,28
5851,72,0.0,0,34
5852,36,10.0,84,3
5853,64,8.0,81,6
5854,72,0.0,0,38
5855,72,0.0,0,4
5856,56,8.0,74,1
5857,40,9.0,64,19
5858,72,0.0,0,3
5859,30,14.0,79,3
5860,28,11.0,76,1
5861,72,0.0,0,3
5862,30,11.0,54,3
5863,38,16.0,46,3
5864,46,9.0,42,14
5865,63,7.0,67,17
5866,58,10.0,46,3
5867,56,8.0,54,4
5868,70,14.0,68,6
5869,72,0.0,0,10
5870,58,16.0,87,21
5871,58,8.0,42,15
5872,79,19.0,85,3
5873,57,9.0,35,17
5874,57,9.0,35,24
5875,60,13.0,88,13
5876,72,0.0,0,4
5877,60,13.0,91,6
5878,58,8.0,97,16
5879,50,11.0,87,27
5880,42,18.0,89,14
5881,56,4.0,29,6
5882,72,0.0,0,17
5883,38,15.0,64,27
5884,72,0.0,0,3
5885,72,0.0,0,11
5886,62,7.0,30,14
5887,72,0.0,0,3
5888,31,9.0,72,12
5889,44,10.0,66,16
5890,44,11.0,62,38
5891,62,8.0,37,24
5892,32,12.0,81,5
5893,53,9.0,55,6
5894,33,11.0,76,13
5895,72,0.0,0,34
5896,72,0.0,0,3
5897,72,0.0,0,8
5898,26,22.0,71,7
5899,31,24.0,53,18
5900,33,20.0,50,11
5901,22,13.0,75,6
5902,26,23.0,48,6
5903,25,13.0,67,16
5904,60,8.0,69,4
5905,15,7.0,77,4
5906,57,8.0,69,21
5907,53,19.0,82,24
5908,52,3.0,65,6
5909,21,12.0,70,28
5910,72,0.0,0,17
5911,56,10.0,61,19
5912,31,12.0,90,10
5913,55,15.0,30,23
5914,34,12.0,89,24
5915,41,17.0,69,3
5916,42,13.0,69,7
5917,50,6.0,74,28
5918,72,0.0,0,10
5919,37,21.0,80,4
5920,72,0.0,0,3
5921,72,0.0,0,3
5922,72,0.0,0,2
5923,53,10.0,46,17
5924,67,10.0,71,13
5925,44,6.0,68,7
5926,40,11.0,66,14
5927,38,11.0,73,10
5928,42,16.0,67,3
5929,46,14.0,74,4
5930,50,8.0,31,22
5931,72,0.0,0,3
5932,37,13.0,71,3
5933,76,13.0,64,2
5934,72,0.0,0,13
5935,13,6.0,67,4
5936,72,0.0,0,4
5937,10,12.0,63,15
5938,72,0.0,0,24
5939,38,16.0,32,1
5940,33,20.0,48,20
5941,72,0.0,0,17
5942,55,6.0,42,11
5943,72,0.0,0,24
5944,20,9.0,58,10
5945,72,0.0,0,20
5946,38,17.0,49,22
5947,27,11.0,40,10
5948,48,8.0,76,13
5949,26,9.0,54,4
5950,21,13.0,32,3
5951,56,6.0,52,4
5952,50,19.0,86,18
5953,72,0.0,0,17
5954,53,8.0,86,17
5955,72,0.0,0,16
5956,34,14.0,69,3
5957,46,11.0,86,7
5958,31,14.0,75,21
5959,34,19.0,81,24
5960,74,11.0,87,31
5961,49,7.0,89,10
5962,64,9.0,66,19
5963,56,10.0,63,35
5964,72,0.0,0,17
5965,72,0.0,0,12
5966,66,12.0,73,24
5967,82,6.0,74,24
5968,66,8.0,74,13
5969,67,7.0,64,11
5970,75,10.0,60,6
5971,67,10.0,68,30
5972,66,10.0,80,6
5973,70,8.0,82,6
5974,68,10.0,83,17
5975,72,0.0,0,4
5976,76,7.0,67,6
5977,77,7.0,72,19
5978,72,0.0,0,4
5979,76,11.0,20,17
5980,64,12.0,78,3
5981,66,10.0,52,7
5982,60,9.0,69,3
5983,65,12.0,53,16
5984,61,12.0,56,3
5985,72,0.0,0,30
5986,85,16.0,52,3
5987,72,0.0,0,3
5988,67,8.0,84,27
5989,72,0.0,0,3
5990,81,10.0,78,10
5991,74,16.0,54,10
5992,65,14.0,66,10
5993,59,13.0,74,7
5994,62,14.0,62,3
5995,66,7.0,76,1
5996,63,12.0,68,3
5997,66,10.0,80,3
5998,61,8.0,62,27
5999,72,0.0,0,11
6000,80,3.0,23,7
6001,64,9.0,83,8
6002,72,0.0,0,2
6003,57,14.0,82,30
6004,61,16.0,82,9
6005,64,16.0,84,9
6006,72,0.0,0,3
6007,72,0.0,0,15
6008,68,14.0,84,38
6009,72,0.0,0,13
6010,72,0.0,0,6
6011,72,0.0,0,28
6012,55,16.0,89,19
6013,58,13.0,61,15
6014,72,0.0,0,17
6015,47,15.0,61,3
6016,59,8.0,41,22
6017,61,17.0,62,5
6018,68,8.0,86,22
6019,50,17.0,54,6
6020,69,7.0,83,31
6021,78,7.0,63,17
6022,77,8.0,86,7
6023,57,15.0,70,34
6024,56,18.0,57,11
6025,42,12.0,60,10
6026,36,9.0,64,3
6027,67,10.0,80,4
6028,72,0.0,0,15
6029,41,5.0,68,2
6030,79,7.0,43,2
6031,42,12.0,58,13
6032,72,0.0,0,24
6033,41,9.0,53,28
6034,72,0.0,0,6
6035,66,7.0,71,30
6036,64,9.0,75,3
6037,69,10.0,85,9
6038,64,13.0,87,11
6039,60,13.0,90,23
6040,53,8.0,98,14
6041,72,0.0,0,20
6042,60,9.0,90,11
6043,44,12.0,93,3
6044,80,11.0,78,14
6045,55,14.0,47,9
6046,74,9.0,79,23
6047,72,0.0,0,1
6048,62,12.0,70,14
6049,65,9.0,84,3
6050,72,0.0,0,11
6051,72,0.0,0,16
6052,54,14.0,43,5
6053,56,11.0,55,7
6054,47,17.0,93,13
6055,33,12.0,69,14
6056,76,17.0,79,20
6057,40,10.0,48,11
6058,72,0.0,0,3
6059,66,9.0,84,7
6060,44,21.0,98,4
6061,61,10.0,78,23
6062,72,0.0,0,7
6063,65,7.0,18,3
6064,72,0.0,0,3
6065,32,13.0,84,14
6066,41,9.0,48,22
6067,32,12.0,71,15
6068,43,20.0,54,17
6069,43,15.0,49,3
6070,72,0.0,0,10
6071,28,16.0,62,2
6072,72,0.0,0,13
6073,30,10.0,74,8
6074,42,11.0,61,6
6075,64,4.0,23,13
6076,72,0.0,0,23
6077,43,13.0,47,7
6078,59,15.0,53,11
6079,32,10.0,85,3
6080,61,10.0,86,5
6081,79,9.0,73,24
6082,60,14.0,81,14
6083,72,0.0,0,2
6084,63,14.0,92,35
6085,59,15.0,53,13
6086,72,0.0,0,14
6087,60,12.0,65,3
6088,72,0.0,0,17
6089,66,15.0,72,5
6090,61,16.0,81,23
6091,40,16.0,44,5
6092,37,20.0,49,14
6093,42,19.0,62,9
6094,40,12.0,44,4
6095,72,0.0,0,13
6096,61,4.0,35,5
6097,66,9.0,73,13
6098,44,17.0,53,2
6099,42,10.0,40,24
6100,76,9.0,74,4
6101,64,9.0,20,4
6102,39,16.0,54,7
6103,54,10.0,79,35
6104,32,15.0,63,2
6105,72,0.0,0,4
6106,58,14.0,86,3
6107,66,8.0,16,25
6108,54,23.0,90,6
6109,29,15.0,89,6
6110,60,26.0,84,2
6111,23,7.0,79,3
6112,72,0.0,0,3
6113,29,11.0,74,16
6114,72,0.0,0,20
6115,72,0.0,0,8
6116,72,0.0,0,3
6117,72,0.0,0,31
6118,50,10.0,81,13
6119,45,14.0,85,3
6120,37,9.0,86,13
6121,72,0.0,0,16
6122,41,13.0,84,4
6123,72,0.0,0,15
6124,74,11.0,76,5
6125,72,0.0,0,13
6126,55,5.0,31,28
6127,52,20.0,94,3
6128,37,13.0,89,1
6129,56,6.0,74,3
6130,67,12.0,76,6
6131,50,8.0,44,6
6132,43,20.0,70,3
6133,72,0.0,0,3
6134,72,0.0,0,3
6135,29,22.0,69,5
6136,49,9.0,45,3
6137,60,13.0,46,7
6138,28,22.0,61,14
6139,30,21.0,44,3
6140,56,12.0,78,7
6141,72,0.0,0,2
6142,72,0.0,0,17
6143,55,12.0,60,4
6144,48,14.0,36,6
6145,61,10.0,64,1
6146,38,10.0,63,21
6147,39,11.0,92,10
6148,34,8.0,80,4
6149,72,0.0,0,38
6150,56,7.0,67,7
6151,37,10.0,83,3
6152,72,0.0,0,3
6153,72,0.0,0,10
6154,45,13.0,69,13
6155,36,11.0,78,4
6156,36,11.0,84,9
6157,35,11.0,83,12
6158,71,7.0,73,13
6159,72,0.0,0,10
6160,45,6.0,76,3
6161,49,17.0,51,35
6162,60,8.0,40,28
6163,9,23.0,63,2
6164,72,0.0,0,10
6165,-3,11.0,54,28
6166,24,23.0,48,38
6167,16,10.0,68,4
6168,8,13.0,56,6
6169,41,10.0,38,7
6170,72,0.0,0,20
6171,26,23.0,50,11
6172,57,8.0,26,11
6173,60,6.0,50,25
6174,23,8.0,56,5
6175,68,9.0,90,15
6176,41,13.0,62,3
6177,72,0.0,0,7
6178,72,0.0,0,17
6179,58,6.0,66,3
6180,72,0.0,0,10
6181,58,6.0,66,14
6182,32,8.0,81,10
6183,72,0.0,0,20
6184,41,14.0,66,6
6185,72,0.0,0,24
6186,34,12.0,83,7
6187,50,10.0,85,3
6188,18,6.0,59,3
6189,72,0.0,0,4
6190,54,8.0,68,18
6191,20,21.0,54,7
6192,3,12.0,71,6
6193,49,5.0,85,41
6194,44,10.0,69,10
6195,72,0.0,0,8
6196,49,8.0,92,17
6197,22,9.0,79,17
6198,72,0.0,0,17
6199,72,0.0,0,3
6200,60,10.0,72,12
6201,65,16.0,56,5
6202,61,8.0,69,8
6203,57,8.0,70,20
6204,72,0.0,0,24
6205,83,12.0,69,4
6206,70,8.0,77,2
6207,67,11.0,56,21
6208,72,0.0,0,13
6209,62,11.0,62,17
6210,72,11.0,38,3
6211,58,10.0,77,6
6212,63,14.0,72,30
6213,72,0.0,0,7
6214,63,15.0,54,3
6215,69,8.0,79,17
6216,58,6.0,69,7
6217,78,8.0,85,14
6218,69,7.0,89,10
6219,72,0.0,0,14
6220,77,7.0,71,3
6221,73,12.0,60,7
6222,86,11.0,45,3
6223,68,11.0,72,29
6224,62,15.0,57,3
6225,72,0.0,0,18
6226,64,10.0,53,8
6227,70,16.0,68,8
6228,65,10.0,67,3
6229,72,0.0,0,20
6230,72,0.0,0,8
6231,81,8.0,83,2
6232,71,14.0,65,6
6233,62,11.0,70,10
6234,66,6.0,59,28
6235,65,11.0,62,32
6236,67,8.0,81,15
6237,84,11.0,77,14
6238,67,10.0,68,14
6239,68,9.0,30,32
6240,73,9.0,57,3
6241,72,0.0,0,3
6242,65,9.0,89,27
6243,65,10.0,80,11
6244,58,13.0,85,16
6245,72,0.0,0,7
6246,72,0.0,0,7
6247,69,8.0,75,2
6248,72,0.0,0,6
6249,72,6.0,87,7
6250,70,8.0,77,12
6251,65,8.0,68,17
6252,64,10.0,84,7
6253,60,14.0,81,32
6254,80,7.0,26,10
6255,66,11.0,80,27
6256,53,13.0,65,1
6257,56,16.0,66,7
6258,78,15.0,88,10
6259,66,8.0,80,3
6260,72,0.0,0,5
6261,56,11.0,65,20
6262,65,10.0,74,16
6263,72,0.0,0,2
6264,52,11.0,54,16
6265,78,9.0,42,14
6266,66,12.0,77,4
6267,58,7.0,71,7
6268,61,14.0,56,35
6269,72,0.0,0,6
6270,66,12.0,77,10
6271,63,17.0,76,4
6272,50,14.0,69,10
6273,61,20.0,62,10
6274,47,12.0,71,7
6275,72,0.0,0,21
6276,60,20.0,61,17
6277,72,0.0,0,3
6278,68,12.0,97,11
6279,65,11.0,43,7
6280,56,6.0,48,4
6281,57,8.0,58,3
6282,72,0.0,0,39
6283,77,15.0,72,3
6284,46,6.0,64,10
6285,55,16.0,40,7
6286,72,0.0,0,14
6287,43,7.0,80,3
6288,72,0.0,0,3
6289,73,5.0,41,7
6290,64,5.0,80,5
6291,72,0.0,0,5
6292,62,8.0,74,4
6293,50,7.0,52,15
6294,55,11.0,61,24
6295,62,7.0,86,13
6296,72,0.0,0,14
6297,72,0.0,0,3
6298,60,8.0,62,25
6299,59,9.0,66,15
6300,73,4.0,39,3
6301,54,4.0,54,3
6302,42,7.0,59,12
6303,61,16.0,51,20
6304,75,9.0,88,23
6305,62,8.0,76,3
6306,58,14.0,56,34
6307,64,8.0,70,20
6308,59,12.0,62,3
6309,61,6.0,70,2
6310,72,0.0,0,3
6311,49,15.0,83,27
6312,74,7.0,70,14
6313,72,0.0,0,3
6314,48,21.0,79,8
6315,65,16.0,72,5
6316,58,19.0,83,7
6317,46,8.0,68,10
6318,72,0.0,0,1
6319,67,15.0,78,15
6320,63,12.0,84,10
6321,72,0.0,0,1
6322,72,0.0,0,3
6323,58,8.0,52,6
6324,79,12.0,71,1
6325,60,11.0,71,28
6326,48,13.0,51,6
6327,56,6.0,64,3
6328,56,18.0,76,1
6329,51,12.0,92,7
6330,72,0.0,0,5
6331,56,9.0,75,3
6332,75,13.0,85,3
6333,51,8.0,62,7
6334,48,10.0,37,7
6335,52,12.0,51,1
6336,53,8.0,62,19
6337,72,0.0,0,1
6338,58,10.0,68,13
6339,72,0.0,0,10
6340,47,10.0,70,10
6341,64,18.0,65,24
6342,45,8.0,48,6
6343,72,0.0,0,1
6344,48,9.0,54,3
6345,46,5.0,76,4
6346,34,13.0,67,4
6347,40,8.0,69,9
6348,45,16.0,96,7
6349,53,11.0,47,4
6350,51,7.0,51,5
6351,47,13.0,46,6
6352,72,0.0,0,3
6353,72,0.0,0,14
6354,47,10.0,74,11
6355,33,15.0,57,4
6356,72,0.0,0,3
6357,53,14.0,33,18
6358,52,8.0,58,14
6359,72,0.0,0,2
6360,27,18.0,48,2
6361,72,0.0,0,7
6362,72,0.0,0,1
6363,37,17.0,66,24
6364,51,11.0,31,3
6365,39,10.0,65,2
6366,72,0.0,0,21
6367,72,0.0,0,6
6368,56,6.0,84,16
6369,72,0.0,0,3
6370,53,9.0,88,3
6371,79,15.0,80,11
6372,76,8.0,80,5
6373,50,4.0,71,12
6374,51,9.0,55,11
6375,56,9.0,73,3
6376,72,0.0,0,18
6377,53,9.0,93,23
6378,72,0.0,0,12
6379,51,14.0,78,36
6380,58,7.0,74,7
6381,43,15.0,75,11
6382,42,20.0,69,5
6383,30,16.0,81,4
6384,33,18.0,75,11
6385,72,0.0,0,2
6386,45,21.0,72,7
6387,17,10.0,55,37
6388,54,7.0,49,10
6389,54,7.0,62,23
6390,68,13.0,89,10
6391,72,0.0,0,9
6392,52,5.0,38,2
6393,43,19.0,76,15
6394,70,11.0,74,17
6395,72,0.0,0,22
6396,47,8.0,86,23
6397,34,13.0,78,4
6398,46,8.0,78,3
6399,72,0.0,0,1
6400,36,7.0,87,24
6401,72,0.0,0,4
6402,58,5.0,39,21
6403,33,14.0,78,14
6404,36,9.0,81,10
6405,33,9.0,70,22
6406,44,8.0,84,3
6407,44,11.0,80,15
6408,72,0.0,0,8
6409,41,8.0,40,2
6410,72,0.0,0,4
6411,40,13.0,88,26
6412,46,31.0,78,5
6413,62,7.0,68,10
6414,58,13.0,72,15
6415,62,7.0,68,3
6416,72,0.0,0,14
6417,37,11.0,90,10
6418,72,0.0,0,1
6419,60,8.0,84,3
6420,38,12.0,86,3
6421,60,7.0,70,7
6422,72,0.0,0,7
6423,32,7.0,69,4
6424,72,9.0,74,10
6425,40,10.0,94,7
6426,72,0.0,0,17
6427,54,26.0,80,29
6428,33,13.0,85,20
6429,47,11.0,56,26
6430,60,12.0,86,1
6431,58,14.0,82,4
6432,51,13.0,84,10
6433,73,6.0,80,23
6434,72,0.0,0,3
6435,84,7.0,78,38
6436,72,0.0,0,24
6437,82,8.0,71,7
6438,76,11.0,40,15
6439,68,6.0,77,3
6440,72,0.0,0,2
6441,67,10.0,49,3
6442,72,0.0,0,3
6443,63,11.0,82,10
6444,64,12.0,56,3
6445,74,6.0,51,15
6446,72,6.0,56,17
6447,74,8.0,44,20
6448,75,12.0,52,35
6449,72,0.0,0,10
6450,88,11.0,40,12
6451,68,15.0,56,3
6452,58,11.0,67,16
6453,75,10.0,61,10
6454,67,10.0,60,7
6455,61,7.0,66,3
6456,61,10.0,78,31
6457,70,10.0,75,4
6458,72,12.0,59,12
6459,65,7.0,62,4
6460,72,0.0,0,17
6461,64,16.0,60,17
6462,53,10.0,61,22
6463,57,6.0,61,3
6464,65,8.0,73,6
6465,65,13.0,92,6
6466,66,16.0,81,17
6467,72,0.0,0,7
6468,64,13.0,72,6
6469,57,9.0,63,8
6470,82,7.0,77,19
6471,72,0.0,0,3
6472,72,0.0,0,3
6473,72,0.0,0,3
6474,70,11.0,30,7
6475,62,10.0,80,25
6476,72,0.0,0,6
6477,73,8.0,80,21
6478,85,5.0,72,13
6479,82,8.0,79,8
6480,50,9.0,52,18
6481,74,8.0,85,10
6482,70,7.0,78,11
6483,58,14.0,63,16
6484,64,9.0,81,31
6485,52,8.0,59,10
6486,52,9.0,62,20
6487,63,8.0,56,14
6488,54,4.0,50,6
6489,72,0.0,0,10
6490,72,0.0,0,3
6491,70,8.0,69,7
6492,72,0.0,0,3
6493,77,4.0,30,21
6494,72,0.0,0,13
6495,72,0.0,0,1
6496,64,6.0,78,4
6497,63,7.0,62,37
6498,64,12.0,68,14
6499,72,0.0,0,17
6500,66,9.0,72,3
6501,64,11.0,70,15
6502,72,0.0,0,5
6503,67,10.0,61,3
6504,72,0.0,0,6
6505,54,15.0,71,19
6506,53,7.0,70,4
6507,81,9.0,82,3
6508,80,11.0,74,4
6509,58,10.0,86,20
6510,72,0.0,0,18
6511,78,10.0,84,3
6512,65,10.0,54,10
6513,59,12.0,79,34
6514,64,12.0,73,3
6515,64,12.0,68,6
6516,60,6.0,64,6
6517,73,9.0,54,2
6518,44,14.0,59,9
6519,72,0.0,0,1
6520,50,23.0,61,6
6521,75,12.0,81,3
6522,60,10.0,41,11
6523,72,15.0,71,3
6524,72,0.0,0,3
6525,67,9.0,83,14
6526,84,6.0,23,4
6527,56,7.0,47,5
6528,61,20.0,62,3
6529,61,10.0,20,27
6530,62,7.0,65,18
6531,62,11.0,41,13
6532,52,8.0,69,6
6533,44,11.0,72,3
6534,58,7.0,48,17
6535,55,16.0,62,1
6536,66,9.0,66,3
6537,49,18.0,61,8
6538,39,12.0,77,17
6539,54,13.0,48,34
6540,72,0.0,0,10
6541,44,15.0,41,14
6542,58,12.0,52,13
6543,48,14.0,72,3
6544,72,0.0,0,15
6545,56,9.0,89,4
6546,80,9.0,70,17
6547,72,5.0,25,6
6548,53,18.0,72,11
6549,52,12.0,64,9
6550,72,0.0,0,7
6551,54,18.0,66,3
6552,72,0.0,0,8
6553,72,0.0,0,12
6554,46,17.0,72,17
6555,72,0.0,0,8
6556,41,15.0,54,21
6557,72,0.0,0,12
6558,72,0.0,0,9
6559,41,15.0,48,13
6560,72,0.0,0,3
6561,72,0.0,0,2
6562,61,7.0,88,10
6563,72,0.0,0,6
6564,55,12.0,77,6
6565,25,4.0,72,3
6566,28,12.0,69,3
6567,44,16.0,26,32
6568,30,12.0,62,27
6569,54,14.0,90,22
6570,63,6.0,86,15
6571,75,7.0,82,17
6572,32,26.0,74,6
6573,72,0.0,0,7
6574,21,8.0,60,7
6575,72,0.0,0,3
6576,72,0.0,0,3
6577,72,0.0,0,11
6578,47,26.0,64,4
6579,66,4.0,49,6
6580,48,14.0,39,18
6581,43,24.0,75,18
6582,51,16.0,56,17
6583,30,10.0,84,17
6584,53,15.0,48,7
6585,44,9.0,84,9
6586,37,12.0,79,7
6587,38,8.0,86,11
6588,46,6.0,80,2
6589,40,6.0,72,18
6590,43,14.0,86,14
6591,66,6.0,65,1
6592,48,10.0,33,3
6593,72,0.0,0,19
6594,44,12.0,74,7
6595,55,6.0,55,20
6596,59,4.0,92,13
6597,72,0.0,0,25
6598,72,8.0,70,24
6599,59,19.0,54,12
6600,72,0.0,0,6
6601,38,12.0,73,3
6602,40,10.0,53,3
6603,67,6.0,38,3
6604,72,0.0,0,8
6605,72,0.0,0,9
6606,56,14.0,78,28
6607,31,8.0,84,22
6608,36,8.0,71,10
6609,54,9.0,63,4
6610,72,0.0,0,8
6611,72,0.0,0,6
6612,38,9.0,69,7
6613,61,6.0,74,6
6614,60,4.0,39,4
6615,60,7.0,80,18
6616,41,13.0,42,3
6617,52,7.0,76,10
6618,41,11.0,50,8
6619,72,0.0,0,14
6620,32,12.0,47,14
6621,63,14.0,70,7
6622,51,5.0,77,6
6623,34,7.0,81,14
6624,44,12.0,60,14
6625,72,0.0,0,12
6626,54,6.0,57,3
6627,71,4.0,79,1
6628,72,0.0,0,20
6629,60,7.0,85,3
6630,72,0.0,0,16
6631,72,0.0,0,5
6632,52,10.0,91,19
6633,36,14.0,42,4
6634,8,15.0,58,6
6635,33,11.0,34,21
6636,26,20.0,59,7
6637,31,21.0,61,3
6638,60,12.0,58,3
6639,72,0.0,0,7
6640,48,17.0,56,10
6641,23,18.0,55,3
6642,72,0.0,0,18
6643,62,15.0,68,7
6644,72,0.0,0,11
6645,38,10.0,76,14
6646,72,0.0,0,34
6647,72,0.0,0,12
6648,52,11.0,98,1
6649,39,14.0,82,3
6650,36,12.0,68,1
6651,27,8.0,79,3
6652,72,0.0,0,17
6653,72,0.0,0,44
6654,72,0.0,0,3
6655,50,6.0,54,4
6656,29,8.0,76,21
6657,28,8.0,77,16
6658,50,8.0,76,7
6659,72,0.0,0,3
6660,48,11.0,65,27
6661,34,15.0,64,10
6662,25,8.0,89,11
6663,26,14.0,76,6
6664,23,9.0,79,3
6665,41,11.0,48,3
6666,34,18.0,57,12
6667,33,13.0,57,3
6668,25,10.0,79,23
6669,22,10.0,84,5
6670,49,10.0,75,3
6671,72,0.0,0,1
6672,72,0.0,0,19
6673,56,10.0,37,24
6674,26,14.0,77,15
6675,30,7.0,64,21
6676,57,5.0,90,15
6677,30,4.0,92,17
6678,52,5.0,85,10
6679,15,9.0,65,19
6680,24,14.0,66,19
6681,0,8.0,58,3
6682,58,15.0,38,11
6683,36,13.0,77,4
6684,54,5.0,40,10
6685,72,6.0,65,23
6686,74,14.0,30,25
6687,72,9.0,72,3
6688,72,0.0,0,4
6689,85,7.0,69,14
6690,72,0.0,0,10
6691,76,9.0,65,3
6692,78,8.0,86,15
6693,61,12.0,79,16
6694,71,5.0,70,5
6695,81,6.0,82,31
6696,72,0.0,0,1
6697,72,0.0,0,7
6698,74,7.0,80,22
6699,72,7.0,69,16
6700,72,0.0,0,10
6701,67,13.0,55,34
6702,77,9.0,80,7
6703,90,6.0,39,28
6704,72,8.0,86,16
6705,82,8.0,74,7
6706,71,8.0,78,14
6707,74,12.0,91,14
6708,72,0.0,0,6
6709,81,9.0,67,27
6710,72,0.0,0,15
6711,72,0.0,0,2
6712,74,9.0,76,13
6713,67,17.0,91,7
6714,65,8.0,88,26
6715,64,11.0,68,31
6716,64,12.0,87,14
6717,78,15.0,76,1
6718,68,10.0,53,21
6719,65,9.0,63,7
6720,57,6.0,65,15
6721,83,8.0,68,9
6722,55,9.0,80,32
6723,72,0.0,0,16
6724,72,0.0,0,18
6725,59,9.0,72,4
6726,60,7.0,74,6
6727,57,6.0,91,18
6728,69,8.0,67,16
6729,72,0.0,0,15
6730,72,0.0,0,7
6731,63,10.0,81,3
6732,72,0.0,0,9
6733,78,11.0,89,4
6734,72,0.0,0,14
6735,62,11.0,74,6
6736,66,11.0,85,7
6737,72,0.0,0,19
6738,60,12.0,82,3
6739,67,8.0,67,3
6740,72,0.0,0,4
6741,55,6.0,73,4
6742,56,16.0,88,22
6743,81,8.0,75,10
6744,53,8.0,81,14
6745,60,6.0,81,7
6746,81,9.0,79,27
6747,64,14.0,77,5
6748,56,8.0,74,2
6749,83,4.0,19,3
6750,72,0.0,0,21
6751,62,10.0,76,15
6752,66,8.0,86,3
6753,62,8.0,67,4
6754,72,0.0,0,17
6755,72,0.0,0,2
6756,72,0.0,0,4
6757,78,8.0,82,7
6758,50,5.0,76,8
6759,59,5.0,67,3
6760,52,8.0,60,3
6761,61,11.0,77,31
6762,72,0.0,0,4
6763,60,9.0,44,11
6764,53,10.0,65,21
6765,59,10.0,91,10
6766,72,0.0,0,5
6767,72,0.0,0,10
6768,59,16.0,64,14
6769,53,8.0,61,5
6770,56,3.0,63,32
6771,71,13.0,56,14
6772,58,9.0,60,10
6773,57,9.0,68,9
6774,72,0.0,0,3
6775,73,12.0,71,11
6776,62,9.0,83,16
6777,72,15.0,68,4
6778,47,12.0,77,3
6779,62,19.0,68,18
6780,72,0.0,0,10
6781,70,17.0,63,4
6782,49,9.0,82,7
6783,50,11.0,83,10
6784,54,10.0,81,3
6785,41,14.0,57,11
6786,52,6.0,40,12
6787,54,16.0,63,7
6788,73,13.0,31,4
6789,72,0.0,0,18
6790,72,0.0,0,3
6791,66,7.0,54,9
6792,57,18.0,79,6
6793,33,11.0,76,27
6794,54,8.0,63,3
6795,72,0.0,0,28
6796,81,14.0,68,19
6797,52,9.0,60,10
6798,63,8.0,82,15
6799,64,6.0,94,7
6800,59,6.0,83,11
6801,62,3.0,78,6
6802,72,0.0,0,1
6803,72,0.0,0,3
6804,72,0.0,0,19
6805,72,0.0,0,2
6806,72,0.0,0,15
6807,34,10.0,63,36
6808,33,11.0,59,10
6809,32,10.0,75,3
6810,38,10.0,55,3
6811,72,0.0,0,3
6812,72,0.0,0,7
6813,39,19.0,43,19
6814,34,15.0,65,25
6815,72,0.0,0,7
6816,42,16.0,46,8
6817,50,8.0,58,10
6818,72,0.0,0,7
6819,54,9.0,77,1
6820,32,11.0,73,10
6821,38,4.0,61,10
6822,42,10.0,63,3
6823,56,9.0,50,3
6824,47,10.0,32,5
6825,30,8.0,72,7
6826,42,12.0,72,7
6827,53,8.0,47,3
6828,72,0.0,0,43
6829,72,0.0,0,19
6830,58,2.0,74,3
6831,46,11.0,61,4
6832,65,16.0,54,24
6833,72,0.0,0,17
6834,67,4.0,48,6
6835,42,8.0,24,26
6836,38,3.0,46,5
6837,72,0.0,0,1
6838,41,6.0,46,14
6839,72,0.0,0,10
