,temperature,wind_mph,humid,total_Score
5598,65,13.0,78,15
5599,64,9.0,89,30
5600,72,0.0,0,38
5601,64,9.0,78,31
5602,72,0.0,0,37
5603,71,10.0,68,45
5604,61,7.0,94,30
5605,76,9.0,76,27
5606,65,8.0,49,28
5607,72,0.0,0,29
5608,65,21.0,83,45
5609,54,13.0,55,35
5610,16,8.0,54,33
5611,33,18.0,74,39
5612,62,7.0,69,41
5613,43,12.0,57,31
5614,72,0.0,0,16
5615,48,10.0,51,29
5616,18,19.0,71,30
5617,28,12.0,57,44
5618,72,0.0,0,41
5619,33,17.0,49,34
5620,42,12.0,39,37
5621,63,8.0,71,31
5622,32,10.0,60,60
5623,45,9.0,78,33
5624,51,8.0,73,51
5625,72,0.0,0,49
5626,59,9.0,63,50
5627,40,16.0,75,73
5628,62,8.0,74,47
5629,40,22.0,63,55
5630,72,0.0,0,13
5631,32,8.0,56,58
5632,31,10.0,76,62
5633,74,9.0,39,35
5634,72,0.0,0,51
5635,32,9.0,84,56
5636,72,0.0,0,48
5637,72,0.0,0,31
5638,37,22.0,42,49
5639,51,17.0,86,44
5640,72,0.0,0,52
5641,41,20.0,42,31
5642,58,9.0,69,45
5643,43,12.0,42,27
5644,63,12.0,70,50
5645,39,8.0,60,55
5646,57,8.0,75,38
5647,59,18.0,60,24
5648,75,10.0,71,68
5649,60,11.0,78,35
5650,37,18.0,77,40
5651,72,0.0,0,43
5652,34,20.0,72,35
5653,52,12.0,71,45
5654,31,20.0,68,52
5655,54,15.0,88,27
5656,47,9.0,94,29
5657,28,18.0,80,24
5658,72,0.0,0,23
5659,25,17.0,82,29
5660,72,0.0,0,48
5661,58,6.0,18,48
5662,62,6.0,38,43
5663,68,19.0,77,30
5664,72,0.0,0,22
5665,55,9.0,15,33
5666,39,10.0,86,51
5667,71,14.0,84,66
5668,72,0.0,0,31
5669,56,12.0,40,62
5670,72,0.0,0,25
5671,40,14.0,73,37
5672,53,10.0,25,16
5673,79,10.0,82,47
5674,14,6.0,65,23
5675,72,0.0,0,19
5676,72,0.0,0,46
5677,52,11.0,59,33
5678,54,8.0,79,45
5679,54,8.0,79,57
5680,54,16.0,73,24
5681,72,0.0,0,37
5682,53,15.0,94,40
5683,70,14.0,84,37
5684,72,0.0,0,54
5685,58,22.0,78,37
5686,44,14.0,66,40
5687,59,6.0,45,34
5688,69,7.0,71,50
5689,73,7.0,74,50
5690,47,10.0,74,42
5691,32,22.0,73,27
5692,42,16.0,34,39
5693,60,8.0,47,68
5694,40,19.0,31,51
5695,72,0.0,0,42
5696,29,23.0,53,27
5697,34,8.0,39,43
5698,10,15.0,62,38
5699,39,30.0,38,9
5700,28,21.0,59,31
5701,38,22.0,40,38
5702,72,0.0,0,34
5703,72,0.0,0,27
5704,72,0.0,0,34
5705,39,20.0,49,44
5706,48,8.0,97,58
5707,58,9.0,60,48
5708,72,0.0,0,32
5709,35,22.0,74,31
5710,32,15.0,82,27
5711,62,5.0,72,20
5712,55,5.0,73,30
5713,57,6.0,55,31
5714,37,11.0,57,46
5715,34,10.0,96,36
5716,71,6.0,64,43
5717,48,5.0,74,66
5718,72,0.0,0,47
5719,35,8.0,90,16
5720,72,0.0,0,27
5721,34,9.0,94,30
5722,30,7.0,63,50
5723,49,25.0,94,31
5724,37,11.0,91,51
5725,72,0.0,0,44
5726,40,8.0,68,51
5727,33,12.0,78,17
5728,72,0.0,0,61
5729,72,0.0,0,37
5730,81,6.0,75,30
5731,64,9.0,34,30
5732,72,0.0,0,24
5733,72,0.0,0,53
5734,68,12.0,84,28
5735,74,12.0,77,51
5736,72,0.0,0,17
5737,73,11.0,74,47
5738,70,10.0,77,34
5739,68,12.0,75,45
5740,68,9.0,88,43
5741,83,11.0,67,33
5742,68,10.0,80,14
5743,63,5.0,73,45
5744,64,9.0,59,62
5745,92,7.0,30,45
5746,60,7.0,67,37
5747,65,13.0,60,65
5748,72,0.0,0,30
5749,74,11.0,28,34
5750,80,10.0,78,34
5751,72,0.0,0,34
5752,64,6.0,66,41
5753,74,20.0,69,33
5754,72,0.0,0,48
5755,66,9.0,71,50
5756,59,10.0,63,16
5757,82,6.0,78,36
5758,72,0.0,0,17
5759,68,9.0,84,44
5760,56,6.0,64,38
5761,84,13.0,62,51
5762,72,0.0,0,46
5763,68,9.0,61,23
5764,66,10.0,48,45
5765,67,9.0,50,30
5766,56,11.0,68,47
5767,72,0.0,0,43
5768,70,8.0,80,29
5769,63,10.0,96,41
5770,72,0.0,0,36
5771,63,12.0,79,49
5772,66,14.0,74,12
5773,72,0.0,0,26
5774,72,0.0,0,27
5775,60,14.0,70,72
5776,72,0.0,0,50
5777,69,9.0,83,28
5778,56,12.0,75,20
5779,66,12.0,87,48
5780,58,13.0,60,34
5781,82,7.0,22,51
5782,65,13.0,61,51
5783,81,14.0,81,38
5784,66,8.0,72,23
5785,68,7.0,73,23
5786,72,0.0,0,41
5787,72,0.0,0,34
5788,64,12.0,66,51
5789,53,9.0,58,47
5790,64,12.0,24,39
5791,72,0.0,0,20
5792,56,16.0,48,38
5793,63,6.0,77,52
5794,51,10.0,92,26
5795,72,0.0,0,9
5796,66,4.0,48,27
5797,50,10.0,81,62
5798,59,6.0,95,36
5799,64,10.0,88,23
5800,50,10.0,57,41
5801,83,9.0,74,38
5802,72,0.0,0,23
5803,57,11.0,63,37
5804,72,0.0,0,45
5805,79,6.0,20,51
5806,48,9.0,55,28
5807,41,13.0,54,45
5808,66,8.0,80,55
5809,72,0.0,0,48
5810,80,7.0,76,55
5811,38,11.0,84,23
5812,60,5.0,71,27
5813,60,12.0,81,73
5814,47,8.0,37,48
5815,72,0.0,0,19
5816,36,16.0,76,20
5817,66,8.0,78,45
5818,51,13.0,54,10
5819,76,9.0,71,51
5820,72,0.0,0,28
5821,48,17.0,82,36
5822,50,20.0,68,33
5823,48,8.0,86,40
5824,72,0.0,0,36
5825,67,9.0,80,41
5826,61,9.0,58,30
5827,67,8.0,76,45
5828,46,19.0,49,44
5829,42,12.0,86,41
5830,68,22.0,71,30
5831,37,11.0,64,23
5832,46,13.0,60,40
5833,52,12.0,85,40
5834,66,9.0,65,26
5835,72,0.0,0,58
5836,72,0.0,0,40
5837,46,10.0,97,31
5838,72,0.0,0,44
5839,68,8.0,29,38
5840,50,18.0,90,48
5841,72,0.0,0,19
5842,43,10.0,47,43
5843,37,12.0,53,34
5844,27,5.0,67,48
5845,43,18.0,72,30
5846,72,0.0,0,38
5847,59,10.0,74,42
5848,34,14.0,52,45
5849,39,11.0,47,41
5850,72,0.0,0,28
5851,72,0.0,0,40
5852,36,10.0,84,59
5853,64,8.0,81,34
5854,72,0.0,0,44
5855,72,0.0,0,30
5856,56,8.0,74,41
5857,40,9.0,64,51
5858,72,0.0,0,71
5859,30,14.0,79,31
5860,28,11.0,76,27
5861,72,0.0,0,37
5862,30,11.0,54,51
5863,38,16.0,46,31
5864,46,9.0,42,40
5865,63,7.0,67,23
5866,58,10.0,46,37
5867,56,8.0,54,50
5868,70,14.0,68,46
5869,72,0.0,0,38
5870,58,16.0,87,27
5871,58,8.0,42,43
5872,79,19.0,85,35
5873,57,9.0,35,37
5874,57,9.0,35,24
5875,60,13.0,88,81
5876,72,0.0,0,30
5877,60,13.0,91,32
5878,58,8.0,97,44
5879,50,11.0,87,55
5880,42,18.0,89,20
5881,56,4.0,29,26
5882,72,0.0,0,23
5883,38,15.0,64,33
5884,72,0.0,0,45
5885,72,0.0,0,37
5886,62,7.0,30,48
5887,72,0.0,0,29
5888,31,9.0,72,30
5889,44,10.0,66,30
5890,44,11.0,62,44
5891,62,8.0,37,30
5892,32,12.0,81,33
5893,53,9.0,55,34
5894,33,11.0,76,41
5895,72,0.0,0,34
5896,72,0.0,0,29
5897,72,0.0,0,36
5898,26,22.0,71,41
5899,31,24.0,53,38
5900,33,20.0,50,45
5901,22,13.0,75,34
5902,26,23.0,48,6
5903,25,13.0,67,58
5904,60,8.0,69,58
5905,15,7.0,77,58
5906,57,8.0,69,35
5907,53,19.0,82,30
5908,52,3.0,65,48
5909,21,12.0,70,48
5910,72,0.0,0,31
5911,56,10.0,61,19
5912,31,12.0,90,44
5913,55,15.0,30,51
5914,34,12.0,89,36
5915,41,17.0,69,37
5916,42,13.0,69,47
5917,50,6.0,74,42
5918,72,0.0,0,38
5919,37,21.0,80,16
5920,72,0.0,0,37
5921,72,0.0,0,37
5922,72,0.0,0,30
5923,53,10.0,46,37
5924,67,10.0,71,27
5925,44,6.0,68,35
5926,40,11.0,66,56
5927,38,11.0,73,30
5928,42,16.0,67,9
5929,46,14.0,74,30
5930,50,8.0,31,50
5931,72,0.0,0,29
5932,37,13.0,71,31
5933,76,13.0,64,36
5934,72,0.0,0,19
5935,13,6.0,67,16
5936,72,0.0,0,36
5937,10,12.0,63,41
5938,72,0.0,0,58
5939,38,16.0,32,41
5940,33,20.0,48,20
5941,72,0.0,0,45
5942,55,6.0,42,65
5943,72,0.0,0,30
5944,20,9.0,58,36
5945,72,0.0,0,34
5946,38,17.0,49,62
5947,27,11.0,40,30
5948,48,8.0,76,41
5949,26,9.0,54,38
5950,21,13.0,32,29
5951,56,6.0,52,10
5952,50,19.0,86,30
5953,72,0.0,0,31
5954,53,8.0,86,17
5955,72,0.0,0,56
5956,34,14.0,69,79
5957,46,11.0,86,33
5958,31,14.0,75,27
5959,34,19.0,81,44
5960,74,11.0,87,31
5961,49,7.0,89,50
5962,64,9.0,66,39
5963,56,10.0,63,69
5964,72,0.0,0,43
5965,72,0.0,0,54
5966,66,12.0,73,52
5967,82,6.0,74,30
5968,66,8.0,74,41
5969,67,7.0,64,37
5970,75,10.0,60,40
5971,67,10.0,68,42
5972,66,10.0,80,46
5973,70,8.0,82,30
5974,68,10.0,83,31
5975,72,0.0,0,44
5976,76,7.0,67,46
5977,77,7.0,72,51
5978,72,0.0,0,30
5979,76,11.0,20,51
5980,64,12.0,78,37
5981,66,10.0,52,27
5982,60,9.0,69,15
5983,65,12.0,53,30
5984,61,12.0,56,35
5985,72,0.0,0,30
5986,85,16.0,52,23
5987,72,0.0,0,65
5988,67,8.0,84,27
5989,72,0.0,0,17
5990,81,10.0,78,38
5991,74,16.0,54,36
5992,65,14.0,66,30
5993,59,13.0,74,67
5994,62,14.0,62,31
5995,66,7.0,76,35
5996,63,12.0,68,65
5997,66,10.0,80,35
5998,61,8.0,62,41
5999,72,0.0,0,17
6000,80,3.0,23,27
6001,64,9.0,83,22
6002,72,0.0,0,28
6003,57,14.0,82,64
6004,61,16.0,82,35
6005,64,16.0,84,29
6006,72,0.0,0,29
6007,72,0.0,0,41
6008,68,14.0,84,52
6009,72,0.0,0,33
6010,72,0.0,0,46
6011,72,0.0,0,62
6012,55,16.0,89,57
6013,58,13.0,61,33
6014,72,0.0,0,45
6015,47,15.0,61,31
6016,59,8.0,41,48
6017,61,17.0,62,65
6018,68,8.0,86,50
6019,50,17.0,54,6
6020,69,7.0,83,43
6021,78,7.0,63,37
6022,77,8.0,86,27
6023,57,15.0,70,48
6024,56,18.0,57,23
6025,42,12.0,60,38
6026,36,9.0,64,57
6027,67,10.0,80,44
6028,72,0.0,0,15
6029,41,5.0,68,32
6030,79,7.0,43,44
6031,42,12.0,58,19
6032,72,0.0,0,30
6033,41,9.0,53,42
6034,72,0.0,0,54
6035,66,7.0,71,42
6036,64,9.0,75,31
6037,69,10.0,85,43
6038,64,13.0,87,45
6039,60,13.0,90,51
6040,53,8.0,98,42
6041,72,0.0,0,40
6042,60,9.0,90,31
6043,44,12.0,93,43
6044,80,11.0,78,68
6045,55,14.0,47,29
6046,74,9.0,79,51
6047,72,0.0,0,19
6048,62,12.0,70,42
6049,65,9.0,84,29
6050,72,0.0,0,41
6051,72,0.0,0,40
6052,54,14.0,43,51
6053,56,11.0,55,31
6054,47,17.0,93,33
6055,33,12.0,69,20
6056,76,17.0,79,40
6057,40,10.0,48,45
6058,72,0.0,0,15
6059,66,9.0,84,53
6060,44,21.0,98,16
6061,61,10.0,78,57
6062,72,0.0,0,55
6063,65,7.0,18,37
6064,72,0.0,0,57
6065,32,13.0,84,34
6066,41,9.0,48,40
6067,32,12.0,71,43
6068,43,20.0,54,37
6069,43,15.0,49,23
6070,72,0.0,0,38
6071,28,16.0,62,30
6072,72,0.0,0,47
6073,30,10.0,74,40
6074,42,11.0,61,54
6075,64,4.0,23,19
6076,72,0.0,0,23
6077,43,13.0,47,39
6078,59,15.0,53,51
6079,32,10.0,85,49
6080,61,10.0,86,33
6081,79,9.0,73,66
6082,60,14.0,81,26
6083,72,0.0,0,36
6084,63,14.0,92,41
6085,59,15.0,53,13
6086,72,0.0,0,48
6087,60,12.0,65,29
6088,72,0.0,0,27
6089,66,15.0,72,35
6090,61,16.0,81,23
6091,40,16.0,44,29
6092,37,20.0,49,32
6093,42,19.0,62,43
6094,40,12.0,44,10
6095,72,0.0,0,41
6096,61,4.0,35,19
6097,66,9.0,73,33
6098,44,17.0,53,36
6099,42,10.0,40,50
6100,76,9.0,74,30
6101,64,9.0,20,16
6102,39,16.0,54,47
6103,54,10.0,79,49
6104,32,15.0,63,30
6105,72,0.0,0,16
6106,58,14.0,86,31
6107,66,8.0,16,45
6108,54,23.0,90,6
6109,29,15.0,89,26
6110,60,26.0,84,36
6111,23,7.0,79,23
6112,72,0.0,0,31
6113,29,11.0,74,30
6114,72,0.0,0,26
6115,72,0.0,0,26
6116,72,0.0,0,31
6117,72,0.0,0,31
6118,50,10.0,81,29
6119,45,14.0,85,31
6120,37,9.0,86,47
6121,72,0.0,0,50
6122,41,13.0,84,30
6123,72,0.0,0,47
6124,74,11.0,76,33
6125,72,0.0,0,13
6126,55,5.0,31,48
6127,52,20.0,94,15
6128,37,13.0,89,49
6129,56,6.0,74,23
6130,67,12.0,76,40
6131,50,8.0,44,40
6132,43,20.0,70,3
6133,72,0.0,0,51
6134,72,0.0,0,43
6135,29,22.0,69,9
6136,49,9.0,45,23
6137,60,13.0,46,35
6138,28,22.0,61,26
6139,30,21.0,44,17
6140,56,12.0,78,33
6141,72,0.0,0,36
6142,72,0.0,0,57
6143,55,12.0,60,50
6144,48,14.0,36,48
6145,61,10.0,64,41
6146,38,10.0,63,35
6147,39,11.0,92,16
6148,34,8.0,80,52
6149,72,0.0,0,72
6150,56,7.0,67,47
6151,37,10.0,83,37
6152,72,0.0,0,57
6153,72,0.0,0,30
6154,45,13.0,69,47
6155,36,11.0,78,38
6156,36,11.0,84,43
6157,35,11.0,83,18
6158,71,7.0,73,81
6159,72,0.0,0,38
6160,45,6.0,76,17
6161,49,17.0,51,41
6162,60,8.0,40,56
6163,9,23.0,63,30
6164,72,0.0,0,22
6165,-3,11.0,54,28
6166,24,23.0,48,38
6167,16,10.0,68,38
6168,8,13.0,56,34
6169,41,10.0,38,27
6170,72,0.0,0,40
6171,26,23.0,50,63
6172,57,8.0,26,23
6173,60,6.0,50,65
6174,23,8.0,56,23
6175,68,9.0,90,49
6176,41,13.0,62,29
6177,72,0.0,0,33
6178,72,0.0,0,37
6179,58,6.0,66,63
6180,72,0.0,0,50
6181,58,6.0,66,26
6182,32,8.0,81,58
6183,72,0.0,0,40
6184,41,14.0,66,60
6185,72,0.0,0,24
6186,34,12.0,83,25
6187,50,10.0,85,71
6188,18,6.0,59,51
6189,72,0.0,0,52
6190,54,8.0,68,66
6191,20,21.0,54,27
6192,3,12.0,71,52
6193,49,5.0,85,47
6194,44,10.0,69,44
6195,72,0.0,0,48
6196,49,8.0,92,59
6197,22,9.0,79,43
6198,72,0.0,0,43
6199,72,0.0,0,59
6200,60,10.0,72,30
6201,65,16.0,56,51
6202,61,8.0,69,48
6203,57,8.0,70,26
6204,72,0.0,0,66
6205,83,12.0,69,74
6206,70,8.0,77,26
6207,67,11.0,56,35
6208,72,0.0,0,47
6209,62,11.0,62,35
6210,72,11.0,38,71
6211,58,10.0,77,26
6212,63,14.0,72,58
6213,72,0.0,0,13
6214,63,15.0,54,47
6215,69,8.0,79,37
6216,58,6.0,69,27
6217,78,8.0,85,34
6218,69,7.0,89,38
6219,72,0.0,0,62
6220,77,7.0,71,37
6221,73,12.0,60,41
6222,86,11.0,45,37
6223,68,11.0,72,47
6224,62,15.0,57,73
6225,72,0.0,0,44
6226,64,10.0,53,52
6227,70,16.0,68,54
6228,65,10.0,67,59
6229,72,0.0,0,40
6230,72,0.0,0,22
6231,81,8.0,83,16
6232,71,14.0,65,20
6233,62,11.0,70,52
6234,66,6.0,59,56
6235,65,11.0,62,32
6236,67,8.0,81,53
6237,84,11.0,77,42
6238,67,10.0,68,34
6239,68,9.0,30,64
6240,73,9.0,57,37
6241,72,0.0,0,73
6242,65,9.0,89,33
6243,65,10.0,80,37
6244,58,13.0,85,16
6245,72,0.0,0,33
6246,72,0.0,0,35
6247,69,8.0,75,50
6248,72,0.0,0,40
6249,72,6.0,87,47
6250,70,8.0,77,26
6251,65,8.0,68,43
6252,64,10.0,84,47
6253,60,14.0,81,48
6254,80,7.0,26,24
6255,66,11.0,80,41
6256,53,13.0,65,33
6257,56,16.0,66,33
6258,78,15.0,88,38
6259,66,8.0,80,13
6260,72,0.0,0,49
6261,56,11.0,65,34
6262,65,10.0,74,30
6263,72,0.0,0,32
6264,52,11.0,54,44
6265,78,9.0,42,26
6266,66,12.0,77,38
6267,58,7.0,71,25
6268,61,14.0,56,41
6269,72,0.0,0,48
6270,66,12.0,77,22
6271,63,17.0,76,38
6272,50,14.0,69,24
6273,61,20.0,62,32
6274,47,12.0,71,41
6275,72,0.0,0,47
6276,60,20.0,61,37
6277,72,0.0,0,19
6278,68,12.0,97,37
6279,65,11.0,43,27
6280,56,6.0,48,24
6281,57,8.0,58,35
6282,72,0.0,0,45
6283,77,15.0,72,37
6284,46,6.0,64,44
6285,55,16.0,40,41
6286,72,0.0,0,58
6287,43,7.0,80,59
6288,72,0.0,0,23
6289,73,5.0,41,49
6290,64,5.0,80,35
6291,72,0.0,0,37
6292,62,8.0,74,16
6293,50,7.0,52,61
6294,55,11.0,61,50
6295,62,7.0,86,47
6296,72,0.0,0,68
6297,72,0.0,0,71
6298,60,8.0,62,57
6299,59,9.0,66,27
6300,73,4.0,39,37
6301,54,4.0,54,43
6302,42,7.0,59,40
6303,61,16.0,51,26
6304,75,9.0,88,49
6305,62,8.0,76,31
6306,58,14.0,56,54
6307,64,8.0,70,50
6308,59,12.0,62,53
6309,61,6.0,70,60
6310,72,0.0,0,53
6311,49,15.0,83,39
6312,74,7.0,70,26
6313,72,0.0,0,21
6314,48,21.0,79,68
6315,65,16.0,72,39
6316,58,19.0,83,19
6317,46,8.0,68,16
6318,72,0.0,0,41
6319,67,15.0,78,59
6320,63,12.0,84,24
6321,72,0.0,0,19
6322,72,0.0,0,37
6323,58,8.0,52,48
6324,79,12.0,71,43
6325,60,11.0,71,48
6326,48,13.0,51,46
6327,56,6.0,64,37
6328,56,18.0,76,27
6329,51,12.0,92,27
6330,72,0.0,0,23
6331,56,9.0,75,65
6332,75,13.0,85,31
6333,51,8.0,62,35
6334,48,10.0,37,27
6335,52,12.0,51,19
6336,53,8.0,62,33
6337,72,0.0,0,65
6338,58,10.0,68,33
6339,72,0.0,0,52
6340,47,10.0,70,30
6341,64,18.0,65,38
6342,45,8.0,48,18
6343,72,0.0,0,43
6344,48,9.0,54,29
6345,46,5.0,76,58
6346,34,13.0,67,60
6347,40,8.0,69,49
6348,45,16.0,96,33
6349,53,11.0,47,30
6350,51,7.0,51,43
6351,47,13.0,46,40
6352,72,0.0,0,23
6353,72,0.0,0,56
6354,47,10.0,74,73
6355,33,15.0,57,52
6356,72,0.0,0,37
6357,53,14.0,33,24
6358,52,8.0,58,48
6359,72,0.0,0,22
6360,27,18.0,48,28
6361,72,0.0,0,49
6362,72,0.0,0,19
6363,37,17.0,66,44
6364,51,11.0,31,35
6365,39,10.0,65,40
6366,72,0.0,0,49
6367,72,0.0,0,60
6368,56,6.0,84,46
6369,72,0.0,0,65
6370,53,9.0,88,37
6371,79,15.0,80,73
6372,76,8.0,80,47
6373,50,4.0,71,50
6374,51,9.0,55,37
6375,56,9.0,73,29
6376,72,0.0,0,42
6377,53,9.0,93,53
6378,72,0.0,0,50
6379,51,14.0,78,64
6380,58,7.0,74,41
6381,43,15.0,75,25
6382,42,20.0,69,33
6383,30,16.0,81,38
6384,33,18.0,75,17
6385,72,0.0,0,30
6386,45,21.0,72,47
6387,17,10.0,55,43
6388,54,7.0,49,36
6389,54,7.0,62,53
6390,68,13.0,89,38
6391,72,0.0,0,49
6392,52,5.0,38,32
6393,43,19.0,76,41
6394,70,11.0,74,73
6395,72,0.0,0,60
6396,47,8.0,86,61
6397,34,13.0,78,38
6398,46,8.0,78,31
6399,72,0.0,0,33
6400,36,7.0,87,58
6401,72,0.0,0,16
6402,58,5.0,39,35
6403,33,14.0,78,40
6404,36,9.0,81,24
6405,33,9.0,70,40
6406,44,8.0,84,29
6407,44,11.0,80,27
6408,72,0.0,0,40
6409,41,8.0,40,58
6410,72,0.0,0,16
6411,40,13.0,88,44
6412,46,31.0,78,25
6413,62,7.0,68,28
6414,58,13.0,72,53
6415,62,7.0,68,45
6416,72,0.0,0,34
6417,37,11.0,90,16
6418,72,0.0,0,19
6419,60,8.0,84,71
6420,38,12.0,86,63
6421,60,7.0,70,47
6422,72,0.0,0,35
6423,32,7.0,69,28
6424,72,9.0,74,44
6425,40,10.0,94,33
6426,72,0.0,0,53
6427,54,26.0,80,59
6428,33,13.0,85,38
6429,47,11.0,56,44
6430,60,12.0,86,43
6431,58,14.0,82,30
6432,51,13.0,84,66
6433,73,6.0,80,75
6434,72,0.0,0,43
6435,84,7.0,78,66
6436,72,0.0,0,44
6437,82,8.0,71,13
6438,76,11.0,40,29
6439,68,6.0,77,31
6440,72,0.0,0,46
6441,67,10.0,49,43
6442,72,0.0,0,45
6443,63,11.0,82,24
6444,64,12.0,56,31
6445,74,6.0,51,27
6446,72,6.0,56,45
6447,74,8.0,44,34
6448,75,12.0,52,35
6449,72,0.0,0,30
6450,88,11.0,40,50
6451,68,15.0,56,51
6452,58,11.0,67,28
6453,75,10.0,61,52
6454,67,10.0,60,41
6455,61,7.0,66,37
6456,61,10.0,78,51
6457,70,10.0,75,24
6458,72,12.0,59,28
6459,65,7.0,62,30
6460,72,0.0,0,51
6461,64,16.0,60,23
6462,53,10.0,61,40
6463,57,6.0,61,51
6464,65,8.0,73,40
6465,65,13.0,92,48
6466,66,16.0,81,37
6467,72,0.0,0,21
6468,64,13.0,72,34
6469,57,9.0,63,20
6470,82,7.0,77,31
6471,72,0.0,0,51
6472,72,0.0,0,45
6473,72,0.0,0,37
6474,70,11.0,30,69
6475,62,10.0,80,31
6476,72,0.0,0,40
6477,73,8.0,80,41
6478,85,5.0,72,33
6479,82,8.0,79,20
6480,50,9.0,52,52
6481,74,8.0,85,38
6482,70,7.0,78,23
6483,58,14.0,63,74
6484,64,9.0,81,65
6485,52,8.0,59,66
6486,52,9.0,62,68
6487,63,8.0,56,54
6488,54,4.0,50,62
6489,72,0.0,0,16
6490,72,0.0,0,51
6491,70,8.0,69,33
6492,72,0.0,0,39
6493,77,4.0,30,27
6494,72,0.0,0,47
6495,72,0.0,0,33
6496,64,6.0,78,50
6497,63,7.0,62,57
6498,64,12.0,68,26
6499,72,0.0,0,37
6500,66,9.0,72,49
6501,64,11.0,70,47
6502,72,0.0,0,25
6503,67,10.0,61,41
6504,72,0.0,0,40
6505,54,15.0,71,39
6506,53,7.0,70,58
6507,81,9.0,82,51
6508,80,11.0,74,36
6509,58,10.0,86,48
6510,72,0.0,0,58
6511,78,10.0,84,35
6512,65,10.0,54,58
6513,59,12.0,79,40
6514,64,12.0,73,71
6515,64,12.0,68,48
6516,60,6.0,64,52
6517,73,9.0,54,40
6518,44,14.0,59,51
6519,72,0.0,0,35
6520,50,23.0,61,48
6521,75,12.0,81,37
6522,60,10.0,41,41
6523,72,15.0,71,57
6524,72,0.0,0,63
6525,67,9.0,83,32
6526,84,6.0,23,44
6527,56,7.0,47,57
6528,61,20.0,62,31
6529,61,10.0,20,27
6530,62,7.0,65,36
6531,62,11.0,41,47
6532,52,8.0,69,66
6533,44,11.0,72,67
6534,58,7.0,48,23
6535,55,16.0,62,33
6536,66,9.0,66,45
6537,49,18.0,61,38
6538,39,12.0,77,59
6539,54,13.0,48,54
6540,72,0.0,0,60
6541,44,15.0,41,28
6542,58,12.0,52,41
6543,48,14.0,72,55
6544,72,0.0,0,41
6545,56,9.0,89,18
6546,80,9.0,70,29
6547,72,5.0,25,34
6548,53,18.0,72,29
6549,52,12.0,64,39
6550,72,0.0,0,27
6551,54,18.0,66,37
6552,72,0.0,0,40
6553,72,0.0,0,26
6554,46,17.0,72,31
6555,72,0.0,0,20
6556,41,15.0,54,27
6557,72,0.0,0,56
6558,72,0.0,0,29
6559,41,15.0,48,27
6560,72,0.0,0,51
6561,72,0.0,0,58
6562,61,7.0,88,38
6563,72,0.0,0,26
6564,55,12.0,77,20
6565,25,4.0,72,37
6566,28,12.0,69,71
6567,44,16.0,26,44
6568,30,12.0,62,47
6569,54,14.0,90,46
6570,63,6.0,86,29
6571,75,7.0,82,51
6572,32,26.0,74,40
6573,72,0.0,0,57
6574,21,8.0,60,63
6575,72,0.0,0,51
6576,72,0.0,0,31
6577,72,0.0,0,45
6578,47,26.0,64,30
6579,66,4.0,49,54
6580,48,14.0,39,58
6581,43,24.0,75,44
6582,51,16.0,56,77
6583,30,10.0,84,23
6584,53,15.0,48,33
6585,44,9.0,84,47
6586,37,12.0,79,41
6587,38,8.0,86,51
6588,46,6.0,80,54
6589,40,6.0,72,80
6590,43,14.0,86,34
6591,66,6.0,65,33
6592,48,10.0,33,57
6593,72,0.0,0,67
6594,44,12.0,74,47
6595,55,6.0,55,34
6596,59,4.0,92,55
6597,72,0.0,0,37
6598,72,8.0,70,64
6599,59,19.0,54,36
6600,72,0.0,0,82
6601,38,12.0,73,37
6602,40,10.0,53,51
6603,67,6.0,38,77
6604,72,0.0,0,60
6605,72,0.0,0,75
6606,56,14.0,78,54
6607,31,8.0,84,48
6608,36,8.0,71,60
6609,54,9.0,63,30
6610,72,0.0,0,64
6611,72,0.0,0,26
6612,38,9.0,69,21
6613,61,6.0,74,18
6614,60,4.0,39,16
6615,60,7.0,80,44
6616,41,13.0,42,43
6617,52,7.0,76,44
6618,41,11.0,50,54
6619,72,0.0,0,48
6620,32,12.0,47,48
6621,63,14.0,70,41
6622,51,5.0,77,52
6623,34,7.0,81,34
6624,44,12.0,60,28
6625,72,0.0,0,40
6626,54,6.0,57,23
6627,71,4.0,79,41
6628,72,0.0,0,34
6629,60,7.0,85,53
6630,72,0.0,0,38
6631,72,0.0,0,33
6632,52,10.0,91,39
6633,36,14.0,42,58
6634,8,15.0,58,26
6635,33,11.0,34,41
6636,26,20.0,59,33
6637,31,21.0,61,59
6638,60,12.0,58,23
6639,72,0.0,0,41
6640,48,17.0,56,72
6641,23,18.0,55,37
6642,72,0.0,0,72
6643,62,15.0,68,19
6644,72,0.0,0,57
6645,38,10.0,76,68
6646,72,0.0,0,54
6647,72,0.0,0,58
6648,52,11.0,98,41
6649,39,14.0,82,37
6650,36,12.0,68,41
6651,27,8.0,79,43
6652,72,0.0,0,29
6653,72,0.0,0,44
6654,72,0.0,0,51
6655,50,6.0,54,38
6656,29,8.0,76,41
6657,28,8.0,77,36
6658,50,8.0,76,67
6659,72,0.0,0,17
6660,48,11.0,65,47
6661,34,15.0,64,44
6662,25,8.0,89,45
6663,26,14.0,76,34
6664,23,9.0,79,51
6665,41,11.0,48,45
6666,34,18.0,57,12
6667,33,13.0,57,37
6668,25,10.0,79,29
6669,22,10.0,84,43
6670,49,10.0,75,59
6671,72,0.0,0,55
6672,72,0.0,0,63
